No,Tensile Strength,Warp/Weft Count,Yarn Height,Yarn Width,Thickness,Global density,Area_density(g/m^2),Filament Count,Weave,E1,E2,E3,Poisson's ratio 12,Poisson's ratio 21,Poisson's ratio 13,Poisson's ratio 31,Poisson's ratio 23,Poisson's ratio 32,Shear modulus 12,Shear modulus 13,Shear modulus 23
886,0.46857,5.343680579,0.154905710,1.265285830,0.309811420,1.4196,216.48,3000,Plain,52.946,52.946,15.871,0.077733,0.077733,0.54556,0.16353,0.54556,0.16353,4.2825,4.3052,4.3052
887,0.47382,6.725786509,0.178276681,1.099414680,0.356553362,1.4409,273.29,3000,Plain,56.407,56.407,17.267,0.075332,0.075332,0.55057,0.16854,0.55057,0.16854,4.7989,5.0583,5.0583
888,0.47719,4.880842445,0.137415987,1.426326032,0.274831975,1.4259,197.56,3000,Plain,54.849,54.849,16.392,0.07844,0.07844,0.53968,0.16129,0.53968,0.16129,4.4272,4.3739,4.3739
889,0.45859,6.036506599,0.176153818,1.112663936,0.352307635,1.4185,244.96,3000,Plain,51.818,51.818,15.67,0.076378,0.076378,0.55301,0.16724,0.55301,0.16724,4.2582,4.4129,4.4129
890,0.49482,4.796639978,0.119219253,1.644029760,0.238438506,1.4558,194.07,3000,Plain,62.242,62.242,18.889,0.07968,0.07968,0.52718,0.15999,0.52718,0.15999,5.2198,5.0906,5.0906
891,0.47605,5.722352816,0.154320247,1.270086098,0.308640493,1.4362,231.92,3000,Plain,56.673,56.673,17.084,0.077299,0.077299,0.54173,0.1633,0.54173,0.1633,4.6767,4.7227,4.7227
892,0.49709,5.767916611,0.131473538,1.490794295,0.262947076,1.4792,233.62,3000,Plain,67.632,67.632,21.167,0.080749,0.080749,0.52221,0.16344,0.52221,0.16344,6.0023,5.9372,5.9372
893,0.47971,6.099275080,0.154031782,1.272464665,0.308063564,1.4523,247.31,3000,Plain,60.341,60.341,18.404,0.077433,0.077433,0.53775,0.16402,0.53775,0.16402,5.1155,5.1905,5.1905
894,0.49331,5.242167963,0.118517388,1.653765776,0.237034776,1.4813,212.16,3000,Plain,68.515,68.515,21.463,0.081744,0.081744,0.51819,0.16233,0.51819,0.16233,6.081,5.9342,5.9342
895,0.48317,6.083200473,0.123483194,1.587260535,0.246966387,1.5136,246.42,3000,Plain,76.694,76.694,25.637,0.086543,0.086543,0.50664,0.16936,0.50664,0.16936,7.5422,7.4131,7.4131
896,0.48252,5.607689218,0.149533708,1.310741257,0.299067415,1.4388,227.21,3000,Plain,57.442,57.442,17.314,0.077597,0.077597,0.53959,0.16264,0.53959,0.16264,4.7437,4.7634,4.7634
897,0.48665,5.991383936,0.131138897,1.494598505,0.262277795,1.4909,242.72,3000,Plain,70.529,70.529,22.505,0.08213,0.08213,0.51798,0.16528,0.51798,0.16528,6.4616,6.3981,6.3981
898,0.48657,5.544667336,0.134180107,1.460723231,0.268360215,1.4630,224.54,3000,Plain,63.604,63.604,19.494,0.079272,0.079272,0.52831,0.16192,0.52831,0.16192,5.4411,5.3875,5.3875
899,0.47451,6.833784268,0.171724601,1.141362386,0.343449201,1.4541,277.64,3000,Plain,59.687,59.687,18.407,0.075957,0.075957,0.54498,0.16806,0.54498,0.16806,5.1666,5.4141,5.4141
900,0.48383,5.759665122,0.142408286,1.376324411,0.284816572,1.4575,233.35,3000,Plain,62.03,62.03,18.94,0.078453,0.078453,0.53237,0.16255,0.53237,0.16255,5.2702,5.2666,5.2666
901,0.47292,4.417829042,0.128219754,1.528625611,0.256439508,1.4190,178.73,3000,Plain,53.437,53.437,15.927,0.079039,0.079039,0.53974,0.16087,0.53974,0.16087,4.2705,4.1834,4.1834
902,0.47391,6.422173866,0.168704790,1.161792740,0.337409580,1.4428,260.69,3000,Plain,57.444,57.444,17.504,0.076155,0.076155,0.5458,0.16632,0.5458,0.16632,4.8503,5.0251,5.0251
903,0.48244,6.782525741,0.153900205,1.273552559,0.307800410,1.4811,275.30,3000,Plain,67.006,67.006,21.199,0.079151,0.079151,0.52979,0.16761,0.52979,0.16761,6.0718,6.215,6.215
904,0.46871,5.043297579,0.149272385,1.313035900,0.298544769,1.4150,204.22,3000,Plain,52.079,52.079,15.579,0.078268,0.078268,0.54506,0.16305,0.54506,0.16305,4.1813,4.1711,4.1711
905,0.48594,6.252436309,0.155613384,1.259531763,0.311226768,1.4561,253.59,3000,Plain,61.124,61.124,18.724,0.077419,0.077419,0.5374,0.16462,0.5374,0.16462,5.2271,5.3236,5.3236
906,0.46826,6.177993956,0.170577712,1.149036400,0.341155424,1.4310,250.70,3000,Plain,54.767,54.767,16.584,0.076222,0.076222,0.54878,0.16617,0.54878,0.16617,4.5468,4.6987,4.6987
907,0.47575,6.649918274,0.133339064,1.469936821,0.266678128,1.5178,269.66,3000,Plain,77.357,77.357,26.204,0.086706,0.086706,0.50805,0.1721,0.50805,0.1721,7.7738,7.7462,7.7462
908,0.46514,5.871016621,0.172444108,1.136600156,0.344888216,1.4170,238.15,3000,Plain,51.683,51.683,15.595,0.076738,0.076738,0.55182,0.16651,0.55182,0.16651,4.2251,4.3489,4.3489
909,0.48941,6.252827302,0.151899871,1.290323673,0.303799743,1.4623,253.57,3000,Plain,62.744,62.744,19.321,0.077974,0.077974,0.53432,0.16453,0.53432,0.16453,5.4199,5.4978,5.4978
910,0.49672,5.046695026,0.122481698,1.600239087,0.244963395,1.4620,204.24,3000,Plain,63.682,63.682,19.457,0.079872,0.079872,0.52578,0.16064,0.52578,0.16064,5.4117,5.2942,5.2942
911,0.48116,4.809783675,0.129755076,1.510538211,0.259510151,1.4357,194.64,3000,Plain,57.28,57.28,17.16,0.078694,0.078694,0.53539,0.16039,0.53539,0.16039,4.6662,4.5839,4.5839
912,0.48621,6.687658655,0.153738855,1.274889161,0.307477710,1.4774,271.41,3000,Plain,66.151,66.151,20.805,0.07883,0.07883,0.53082,0.16694,0.53082,0.16694,5.9344,6.0659,6.0659
913,0.48668,5.284273570,0.130564005,1.501179436,0.261128011,1.4575,213.93,3000,Plain,62.395,62.395,18.998,0.079191,0.079191,0.52907,0.16109,0.52907,0.16109,5.2699,5.1935,5.1935
914,0.48863,5.990324493,0.125520101,1.561502881,0.251040203,1.5038,242.64,3000,Plain,74.035,74.035,24.207,0.084512,0.084512,0.51133,0.16719,0.51133,0.16719,7.0421,6.9334,6.9334
915,0.46410,5.865087161,0.169916714,1.153506302,0.339833427,1.4200,237.88,3000,Plain,52.441,52.441,15.813,0.076741,0.076741,0.5504,0.16597,0.5504,0.16597,4.2911,4.4059,4.4059
916,0.47502,6.848467776,0.177631861,1.103405657,0.355263721,1.4462,278.33,3000,Plain,57.578,57.578,17.695,0.075336,0.075336,0.54939,0.16884,0.54939,0.16884,4.9429,5.2202,5.2202
917,0.48501,5.349736400,0.137469149,1.425774449,0.274938298,1.4476,216.62,3000,Plain,59.878,59.878,18.099,0.078438,0.078438,0.53377,0.16134,0.53377,0.16134,4.9826,4.9401,4.9401
918,0.47900,5.735168843,0.153715631,1.275081774,0.307431263,1.4376,232.44,3000,Plain,57.024,57.024,17.2,0.077324,0.077324,0.5412,0.16324,0.5412,0.16324,4.7139,4.7587,4.7587
919,0.46961,5.224410408,0.153934044,1.273272599,0.307868088,1.4160,211.62,3000,Plain,52.179,52.179,15.63,0.077964,0.077964,0.54605,0.16356,0.54605,0.16356,4.2038,4.2166,4.2166
920,0.47141,5.721038460,0.163770617,1.196795882,0.327541234,1.4226,231.94,3000,Plain,53.266,53.266,16.028,0.077037,0.077037,0.54777,0.16482,0.54777,0.16482,4.3489,4.4292,4.4292
921,0.48389,5.851434741,0.149754139,1.308811908,0.299508277,1.4489,237.15,3000,Plain,59.74,59.74,18.137,0.077673,0.077673,0.53711,0.16307,0.53711,0.16307,5.0166,5.0527,5.0527
922,0.48844,4.979934705,0.127516141,1.537060312,0.255032283,1.4484,201.54,3000,Plain,60.301,60.301,18.204,0.078995,0.078995,0.53119,0.16036,0.53119,0.16036,5.0036,4.9118,4.9118
923,0.46812,5.581174307,0.163940184,1.195558006,0.327880369,1.4168,226.23,3000,Plain,52.013,52.013,15.635,0.077326,0.077326,0.54886,0.16499,0.54886,0.16499,4.2215,4.29,4.29
924,0.48174,5.071809280,0.136336647,1.437617872,0.272673293,1.4366,205.32,3000,Plain,57.351,57.351,17.209,0.078371,0.078371,0.53656,0.161,0.53656,0.161,4.6895,4.6357,4.6357
925,0.47613,6.725605453,0.174644413,1.122280393,0.349288825,1.4459,273.23,3000,Plain,57.713,57.713,17.694,0.075615,0.075615,0.54798,0.168,0.54798,0.168,4.9325,5.1767,5.1767
926,0.48251,5.870080347,0.153243877,1.279007059,0.306487753,1.4440,237.94,3000,Plain,58.487,58.487,17.711,0.077359,0.077359,0.53952,0.16338,0.53952,0.16338,4.8822,4.9349,4.9349
927,0.48143,6.788311701,0.154303683,1.270222432,0.308607367,1.4806,275.54,3000,Plain,66.865,66.865,21.142,0.079067,0.079067,0.53012,0.16761,0.53012,0.16761,6.0533,6.1997,6.1997
928,0.46707,6.072690753,0.168467580,1.163428596,0.336935160,1.4298,246.36,3000,Plain,54.628,54.628,16.515,0.076422,0.076422,0.54814,0.16571,0.54814,0.16571,4.5189,4.6508,4.6508
929,0.47427,6.991968551,0.172166429,1.138433324,0.344332858,1.4594,284.17,3000,Plain,60.803,60.803,18.867,0.076043,0.076043,0.54411,0.16883,0.54411,0.16883,5.3269,5.6023,5.6023
930,0.46404,4.517021525,0.135864114,1.442617876,0.271728229,1.4114,182.78,3000,Plain,51.56,51.56,15.383,0.079075,0.079075,0.54305,0.16202,0.54305,0.16202,4.1053,4.0419,4.0419
931,0.47533,4.411407249,0.122992060,1.593598804,0.245984120,1.4280,178.45,3000,Plain,55.594,55.594,16.59,0.079028,0.079028,0.53638,0.16006,0.53638,0.16006,4.4767,4.3717,4.3717
932,0.48536,6.797786389,0.161884717,1.210738130,0.323769435,1.4679,276.03,3000,Plain,63.446,63.446,19.769,0.077407,0.077407,0.53708,0.16735,0.53708,0.16735,5.6028,5.7946,5.7946
933,0.48716,6.090454484,0.143622561,1.364688104,0.287245121,1.4701,246.86,3000,Plain,64.955,64.955,20.134,0.079091,0.079091,0.52905,0.16399,0.52905,0.16399,5.6763,5.6973,5.6973
934,0.46836,4.198000518,0.123237821,1.590420849,0.246475642,1.4165,169.80,3000,Plain,52.922,52.922,15.763,0.079312,0.079312,0.53965,0.16073,0.53965,0.16073,4.2149,4.1143,4.1143
935,0.48546,6.266389158,0.153338537,1.278217490,0.306677074,1.4604,254.14,3000,Plain,62.239,62.239,19.136,0.07777,0.07777,0.53538,0.16461,0.53538,0.16461,5.3607,5.4472,5.4472
936,0.46981,6.134574276,0.166239577,1.179021285,0.332479155,1.4353,248.87,3000,Plain,55.93,55.93,16.936,0.076445,0.076445,0.54625,0.16541,0.54625,0.16541,4.6536,4.784,4.784
937,0.48285,4.372812886,0.115786289,1.692773825,0.231572579,1.4400,176.87,3000,Plain,58.527,58.527,17.544,0.079309,0.079309,0.53165,0.15937,0.53165,0.15937,4.7778,4.6455,4.6455
938,0.47363,4.078632961,0.116389437,1.684001609,0.232778875,1.4227,164.95,3000,Plain,54.44,54.44,16.215,0.07935,0.07935,0.53696,0.15993,0.53696,0.15993,4.3532,4.2327,4.2327
939,0.47871,6.580083846,0.134069458,1.461928785,0.268138916,1.5127,266.80,3000,Plain,75.985,75.985,25.419,0.08556,0.08556,0.51046,0.17076,0.51046,0.17076,7.4947,7.4714,7.4714
940,0.48327,5.658465936,0.147962763,1.324657614,0.295925525,1.4435,229.27,3000,Plain,58.579,58.579,17.701,0.077717,0.077717,0.53791,0.16255,0.53791,0.16255,4.8687,4.8849,4.8849
941,0.48746,6.526092677,0.144554995,1.355885352,0.289109990,1.4877,264.68,3000,Plain,69.144,69.144,22.032,0.08069,0.08069,0.52377,0.16689,0.52377,0.16689,6.3323,6.3893,6.3893
942,0.48345,4.837551037,0.132168947,1.482950456,0.264337894,1.4328,195.78,3000,Plain,56.544,56.544,16.923,0.078589,0.078589,0.53672,0.16064,0.53672,0.16064,4.5922,4.5194,4.5194
943,0.49274,5.757277814,0.134843739,1.453534297,0.269687479,1.4718,233.20,3000,Plain,65.698,65.698,20.36,0.079846,0.079846,0.52569,0.16291,0.52569,0.16291,5.7341,5.6896,5.6896
944,0.47164,6.908787245,0.139157547,1.408475527,0.278315095,1.5166,280.33,3000,Plain,76.689,76.689,25.952,0.085939,0.085939,0.5108,0.17286,0.5108,0.17286,7.7039,7.746,7.746
945,0.49200,5.683090658,0.130889120,1.497450667,0.261778240,1.4763,230.16,3000,Plain,66.938,66.938,20.857,0.080504,0.080504,0.52303,0.16297,0.52303,0.16297,5.8956,5.8256,5.8256
946,0.48158,6.401898018,0.160229999,1.223241600,0.320459997,1.4548,259.76,3000,Plain,60.576,60.576,18.57,0.076998,0.076998,0.5396,0.16542,0.5396,0.16542,5.1873,5.3216,5.3216
947,0.49207,4.698922822,0.119676569,1.637747482,0.239353139,1.4496,190.11,3000,Plain,60.749,60.749,18.338,0.079398,0.079398,0.52926,0.15976,0.52926,0.15976,5.0392,4.9149,4.9149
948,0.46289,6.421315587,0.178120416,1.100379197,0.356240832,1.4301,260.77,3000,Plain,54.139,54.139,16.459,0.075635,0.075635,0.55218,0.16787,0.55218,0.16787,4.5251,4.7377,4.7377
949,0.48075,6.590625564,0.167400606,1.170844032,0.334801211,1.4512,267.59,3000,Plain,59.352,59.352,18.202,0.076306,0.076306,0.54353,0.16669,0.54353,0.16669,5.0828,5.2744,5.2744
950,0.47622,6.241364928,0.163856626,1.196167677,0.327713253,1.4428,253.22,3000,Plain,57.723,57.723,17.545,0.076554,0.076554,0.54375,0.16527,0.54375,0.16527,4.851,4.9835,4.9835
951,0.49439,5.668720702,0.120203964,1.630561874,0.240407927,1.5000,229.51,3000,Plain,73.243,73.243,23.737,0.084223,0.084223,0.51139,0.16573,0.51139,0.16573,6.8664,6.7184,6.7184
952,0.47997,6.138966941,0.160314654,1.222595656,0.320629309,1.4441,248.99,3000,Plain,58.178,58.178,17.67,0.076834,0.076834,0.54208,0.16464,0.54208,0.16464,4.884,4.9906,4.9906
953,0.47824,5.679150946,0.155209048,1.262812975,0.310418097,1.4330,230.16,3000,Plain,55.934,55.934,16.839,0.077282,0.077282,0.54273,0.16339,0.54273,0.16339,4.5981,4.6444,4.6444
954,0.46110,4.037667940,0.124813748,1.570339836,0.249627495,1.4056,163.31,3000,Plain,50.393,50.393,15.027,0.079816,0.079816,0.54279,0.16186,0.54279,0.16186,3.9862,3.8928,3.8928
1533,0.49197,4.125533007,0.189774299,2.065611635,0.379548598,1.4768,334.24,6000,Plain,66.935,66.935,20.886,0.080326,0.080326,0.52385,0.16346,0.52385,0.16346,5.9116,5.8652,5.8652
1534,0.48806,4.580486740,0.206694820,1.896515837,0.413389640,1.4825,371.55,6000,Plain,67.787,67.787,21.42,0.079971,0.079971,0.52613,0.16625,0.52613,0.16625,6.1245,6.1884,6.1884
1535,0.47200,3.500171562,0.202551232,1.935312843,0.405102463,1.4199,283.40,6000,Plain,53.334,53.334,15.938,0.07835,0.07835,0.54249,0.16212,0.54249,0.16212,4.2886,4.256,4.256
1536,0.48438,3.953498859,0.202878963,1.932186534,0.405757926,1.4481,320.30,6000,Plain,59.799,59.799,18.109,0.078082,0.078082,0.53532,0.16211,0.53532,0.16211,4.9955,4.9886,4.9886
1537,0.48688,3.720133836,0.194084371,2.019740169,0.388168742,1.4439,301.25,6000,Plain,59.016,59.016,17.789,0.078378,0.078378,0.53477,0.1612,0.53477,0.1612,4.8804,4.8346,4.8346
1538,0.48779,3.638507892,0.186322935,2.103874114,0.372645870,1.4484,294.57,6000,Plain,60.221,60.221,18.193,0.078779,0.078779,0.53212,0.16076,0.53212,0.16076,5.0055,4.9336,4.9336
1539,0.49221,3.779390317,0.181244252,2.162827206,0.362488505,1.4653,306.00,6000,Plain,64.341,64.341,19.75,0.079782,0.079782,0.52599,0.16145,0.52599,0.16145,5.5171,5.4284,5.4284
1540,0.48918,4.018341091,0.189654864,2.066912452,0.379309728,1.4697,325.50,6000,Plain,65.224,65.224,20.154,0.079735,0.079735,0.52614,0.16258,0.52614,0.16258,5.6631,5.6123,5.6123
1541,0.49262,4.095151211,0.181113380,2.164390064,0.362226760,1.4878,331.71,6000,Plain,69.875,69.875,22.161,0.081946,0.081946,0.51819,0.16434,0.51819,0.16434,6.3361,6.2481,6.2481
1542,0.49338,4.308225101,0.200815662,1.952038977,0.401631325,1.4733,349.23,6000,Plain,65.783,65.783,20.469,0.079458,0.079458,0.5275,0.16413,0.5275,0.16413,5.7865,5.7981,5.7981
1543,0.49371,4.128791772,0.200110501,1.958917689,0.400221002,1.4627,334.57,6000,Plain,63.297,63.297,19.431,0.078776,0.078776,0.53055,0.16287,0.53055,0.16287,5.4334,5.4289,5.4289
1544,0.48843,4.527829251,0.192914153,2.031991914,0.385828307,1.4990,367.11,6000,Plain,72.359,72.359,23.493,0.082913,0.082913,0.5167,0.16775,0.5167,0.16775,6.8194,6.8089,6.8089
1545,0.48397,3.806678375,0.203033669,1.930714257,0.406067339,1.4386,308.34,6000,Plain,57.615,57.615,17.335,0.07797,0.07797,0.53787,0.16183,0.53787,0.16183,4.7408,4.7251,4.7251
1546,0.47792,4.817176155,0.196080255,1.999181408,0.392160510,1.5132,390.85,6000,Plain,75.86,75.86,25.451,0.085277,0.085277,0.51198,0.17177,0.51198,0.17177,7.522,7.553,7.553
1547,0.48874,3.541081390,0.181195798,2.163405580,0.362391596,1.4486,286.63,6000,Plain,60.338,60.338,18.22,0.078971,0.078971,0.53126,0.16042,0.53126,0.16042,5.0096,4.9206,4.9206
1548,0.47849,4.505701265,0.184043794,2.129927842,0.368087587,1.5118,365.23,6000,Plain,75.952,75.952,25.324,0.085694,0.085694,0.50945,0.16986,0.50945,0.16986,7.4488,7.3833,7.3833
1549,0.49312,4.125957204,0.185802492,2.109767183,0.371604984,1.4827,334.25,6000,Plain,68.488,68.488,21.552,0.081122,0.081122,0.52098,0.16394,0.52098,0.16394,6.1335,6.0689,6.0689
1550,0.48543,4.338034743,0.190069914,2.062398997,0.380139828,1.4907,351.58,6000,Plain,70.353,70.353,22.461,0.081869,0.081869,0.51909,0.16572,0.51909,0.16572,6.4538,6.4177,6.4177
1551,0.49182,3.710580408,0.181569388,2.158954235,0.363138777,1.4600,300.41,6000,Plain,63.054,63.054,19.241,0.07944,0.07944,0.52776,0.16105,0.52776,0.16105,5.3476,5.26,5.26
1552,0.48617,3.797152234,0.198153503,1.978264291,0.396307007,1.4439,307.54,6000,Plain,58.93,58.93,17.775,0.078212,0.078212,0.53553,0.16153,0.53553,0.16153,4.8797,4.8494,4.8494
1553,0.47871,4.701116853,0.195361831,2.006533202,0.390723662,1.5067,381.32,6000,Plain,74.218,74.218,24.514,0.084063,0.084063,0.51439,0.1699,0.51439,0.1699,7.1856,7.202,7.202
1554,0.47375,4.952392364,0.198523830,1.974574031,0.397047661,1.5182,401.98,6000,Plain,77.032,77.032,26.193,0.086196,0.086196,0.51061,0.17362,0.51061,0.17362,7.7956,7.8563,7.8563
1555,0.49354,3.970136267,0.192970668,2.031396815,0.385941336,1.4619,321.59,6000,Plain,63.274,63.274,19.38,0.079066,0.079066,0.52928,0.16211,0.52928,0.16211,5.4066,5.3669,5.3669
1556,0.48684,4.538483924,0.205431014,1.908183153,0.410862028,1.4816,368.09,6000,Plain,67.617,67.617,21.328,0.079952,0.079952,0.52607,0.16593,0.52607,0.16593,6.09,6.1434,6.1434
1557,0.47323,4.814583728,0.193621772,2.024565712,0.387243543,1.5170,390.62,6000,Plain,76.948,76.948,26.047,0.086236,0.086236,0.50972,0.17254,0.50972,0.17254,7.7298,7.7442,7.7442
1558,0.47137,3.627566317,0.206192044,1.901140275,0.412384089,1.4239,293.78,6000,Plain,54.181,54.181,16.213,0.078069,0.078069,0.54215,0.16224,0.54215,0.16224,4.38,4.3625,4.3625
1559,0.47807,3.558582175,0.199686046,1.963081582,0.399372093,1.4268,288.14,6000,Plain,54.951,54.951,16.439,0.078232,0.078232,0.54033,0.16164,0.54033,0.16164,4.4466,4.41,4.41
1560,0.48217,3.754745629,0.204690091,1.915090260,0.409380182,1.4335,304.12,6000,Plain,56.394,56.394,16.927,0.077926,0.077926,0.53951,0.16194,0.53951,0.16194,4.6095,4.5953,4.5953
1561,0.48744,4.817213755,0.208553271,1.879615690,0.417106542,1.4946,390.98,6000,Plain,70.644,70.644,22.828,0.081312,0.081312,0.52263,0.16888,0.52263,0.16888,6.6206,6.7235,6.7235
1562,0.49295,3.647520251,0.181527372,2.159453953,0.363054743,1.4556,295.28,6000,Plain,62.007,62.007,18.839,0.079224,0.079224,0.52913,0.16076,0.52913,0.16076,5.2139,5.1259,5.1259
1563,0.49024,4.131661438,0.187052156,2.095672183,0.374104312,1.4812,334.72,6000,Plain,68.09,68.09,21.38,0.0809,0.0809,0.52176,0.16383,0.52176,0.16383,6.0764,6.0179,6.0179
1564,0.49454,4.299747927,0.192649737,2.034780877,0.385299473,1.4842,348.47,6000,Plain,68.686,68.686,21.696,0.080949,0.080949,0.52195,0.16487,0.52195,0.16487,6.1937,6.1685,6.1685
1565,0.48550,4.537815671,0.205914874,1.903699289,0.411829749,1.4809,368.04,6000,Plain,67.431,67.431,21.248,0.079855,0.079855,0.52642,0.16588,0.52642,0.16588,6.0634,6.119,6.119
1566,0.49394,3.973273447,0.182448719,2.148548924,0.364897439,1.4772,321.79,6000,Plain,67.203,67.203,20.957,0.080703,0.080703,0.52223,0.16286,0.52223,0.16286,5.926,5.8435,5.8435
1567,0.48501,4.529751392,0.194193359,2.018606624,0.388386717,1.4972,367.28,6000,Plain,71.854,71.854,23.249,0.08256,0.08256,0.51771,0.16751,0.51771,0.16751,6.7364,6.7331,6.7331
1568,0.47398,3.527432416,0.203186568,1.929261386,0.406373136,1.4209,285.62,6000,Plain,53.557,53.557,16.009,0.078288,0.078288,0.54234,0.16211,0.54234,0.16211,4.3117,4.2817,4.2817
1569,0.48644,4.625216472,0.205242665,1.909934275,0.410485329,1.4873,375.19,6000,Plain,68.999,68.999,21.972,0.080585,0.080585,0.52415,0.16691,0.52415,0.16691,6.3133,6.3754,6.3754
1570,0.48330,4.622248482,0.194593222,2.014458651,0.389186445,1.5027,374.85,6000,Plain,73.228,73.228,23.968,0.083408,0.083408,0.51574,0.16881,0.51574,0.16881,6.9905,6.9963,6.9963
1571,0.49362,3.920665988,0.187182331,2.094214754,0.374364663,1.4666,317.53,6000,Plain,64.526,64.526,19.853,0.079618,0.079618,0.52666,0.16204,0.52666,0.16204,5.5583,5.4948,5.4948
1572,0.48391,4.683918993,0.208574213,1.879426960,0.417148427,1.4863,380.04,6000,Plain,68.64,68.64,21.843,0.080274,0.080274,0.52541,0.1672,0.52541,0.1672,6.2756,6.3607,6.3607
1573,0.46983,3.654839010,0.208316779,1.881749527,0.416633558,1.4233,296.01,6000,Plain,54.004,54.004,16.164,0.078007,0.078007,0.54268,0.16243,0.54268,0.16243,4.3662,4.3552,4.3552
1574,0.49368,4.171840289,0.198418020,1.975627011,0.396836040,1.4677,338.07,6000,Plain,64.533,64.533,19.923,0.079171,0.079171,0.52865,0.16321,0.52865,0.16321,5.5971,5.589,5.589
1575,0.48074,4.862893255,0.209204622,1.873763574,0.418409244,1.4965,394.73,6000,Plain,71.079,71.079,23.061,0.081539,0.081539,0.52217,0.16941,0.52217,0.16941,6.7044,6.8171,6.8171
1576,0.48742,3.940421223,0.190345840,2.059409333,0.380691681,1.4635,319.16,6000,Plain,63.715,63.715,19.542,0.079278,0.079278,0.52826,0.16202,0.52826,0.16202,5.4577,5.407,5.407
1577,0.48074,3.931663008,0.206935522,1.894309866,0.413871043,1.4419,318.55,6000,Plain,58.272,58.272,17.581,0.077811,0.077811,0.53782,0.16227,0.53782,0.16227,4.8262,4.8301,4.8301
1578,0.48639,3.695042858,0.193037849,2.030689845,0.386075698,1.4436,299.20,6000,Plain,58.956,58.956,17.764,0.078415,0.078415,0.53468,0.16111,0.53468,0.16111,4.8711,4.8213,4.8213
1579,0.48031,3.529050437,0.187074439,2.095422559,0.374148878,1.4400,285.68,6000,Plain,58.22,58.22,17.488,0.078595,0.078595,0.53471,0.16062,0.53471,0.16062,4.7755,4.7043,4.7043
1580,0.48744,4.518253299,0.208224839,1.882580398,0.416449678,1.4766,366.46,6000,Plain,66.319,66.319,20.772,0.079321,0.079321,0.5284,0.1655,0.5284,0.1655,5.9036,5.967,5.967
1581,0.48273,3.817442174,0.200526542,1.954853442,0.401053083,1.4423,309.20,6000,Plain,58.513,58.513,17.637,0.078093,0.078093,0.53641,0.16169,0.53641,0.16169,4.8371,4.8149,4.8149
1582,0.49582,3.898319989,0.181947348,2.154469440,0.363894695,1.4726,315.68,6000,Plain,66.109,66.109,20.484,0.080314,0.080314,0.52368,0.16226,0.52368,0.16226,5.7649,5.6797,5.6797
1583,0.49081,4.237359739,0.206112746,1.901871709,0.412225491,1.4619,343.48,6000,Plain,62.924,62.924,19.323,0.078425,0.078425,0.53221,0.16343,0.53221,0.16343,5.4059,5.4322,5.4322
1584,0.47755,3.580043818,0.201041409,1.949847060,0.402082818,1.4266,289.89,6000,Plain,54.891,54.891,16.423,0.078186,0.078186,0.54059,0.16175,0.54059,0.16175,4.4429,4.4105,4.4105
1585,0.48653,4.361176408,0.198147806,1.978321171,0.396295612,1.4804,353.53,6000,Plain,67.574,67.574,21.236,0.080246,0.080246,0.52457,0.16485,0.52457,0.16485,6.0447,6.0488,6.0488
1586,0.48448,3.720092862,0.201971247,1.940870326,0.403942494,1.4344,301.29,6000,Plain,56.664,56.664,17.008,0.078027,0.078027,0.53876,0.16171,0.53876,0.16171,4.6329,4.6096,4.6096
1587,0.48716,4.383958305,0.187603171,2.089516917,0.375206343,1.4976,355.31,6000,Plain,72.172,72.172,23.339,0.082986,0.082986,0.51595,0.16684,0.51595,0.16684,6.7553,6.7079,6.7079
1588,0.48727,4.549637540,0.198014669,1.979651319,0.396029337,1.4928,368.94,6000,Plain,70.619,70.619,22.674,0.081709,0.081709,0.5203,0.16705,0.5203,0.16705,6.5429,6.5616,6.5616
1589,0.47866,3.653501643,0.204438575,1.917446349,0.408877151,1.4274,295.88,6000,Plain,55.018,55.018,16.475,0.078039,0.078039,0.54098,0.162,0.54098,0.162,4.4627,4.4422,4.4422
1590,0.49434,4.121083982,0.181623410,2.158312083,0.363246820,1.4888,333.82,6000,Plain,70.119,70.119,22.28,0.082053,0.082053,0.51792,0.16456,0.51792,0.16456,6.3778,6.2926,6.2926
1591,0.48304,4.541600237,0.183915320,2.131415696,0.367830640,1.5146,368.17,6000,Plain,76.673,76.673,25.735,0.086266,0.086266,0.50828,0.1706,0.50828,0.1706,7.595,7.5295,7.5295
1592,0.48894,4.121268904,0.205273374,1.909648542,0.410546749,1.4557,334.00,6000,Plain,61.502,61.502,18.76,0.078191,0.078191,0.53376,0.16281,0.53376,0.16281,5.2155,5.2289,5.2289
1593,0.47459,3.574930188,0.198550376,1.974310035,0.397100752,1.4291,289.46,6000,Plain,55.508,55.508,16.615,0.078226,0.078226,0.53953,0.1615,0.53953,0.1615,4.5025,4.4636,4.4636
1594,0.48596,4.303844609,0.195938634,2.000626377,0.391877269,1.4798,348.83,6000,Plain,67.494,67.494,21.18,0.080303,0.080303,0.52423,0.16451,0.52423,0.16451,6.0219,6.0121,6.0121
1595,0.48968,4.495691968,0.187448722,2.091238586,0.374897444,1.5055,364.44,6000,Plain,74.194,74.194,24.395,0.084302,0.084302,0.51285,0.16863,0.51285,0.16863,7.1265,7.0824,7.0824
